Temp,Vis
760.2339181,11.72147002
833.3333333,9.052224371
873.0994152,7.253384913
881.2865497,6.615087041
938.5964912,5.222437137
973.0994152,4.584139265
990.0584795,4.061895551
1041.520468,3.539651838
1073.099415,3.075435203
1096.491228,3.249516441
1156.140351,2.437137331
