Temp,Density
810.3864734,2017.043121
823.9130435,2009.856263
834.057971,2004.825462
853.5024155,1995.482546
868.7198068,1988.295688
884.7826087,1980.390144
907.6086957,1970.328542
928.7439614,1959.548255
950.7246377,1948.767967
971.0144928,1938.706366
984.5410628,1932.238193
1004.830918,1922.176591
1014.130435,1917.864476
1026.811594,1911.396304
1036.111111,1907.084189
1050.483092,1899.897331
1074.154589,1888.398357
1064.855072,1892.710472
